"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","695","should login with valid credentials","My Login application","Thu Mar 19 10:48:13 UTC 2026","passed","Thu Mar 19 10:48:14 UTC 2026","","","",""
